commit,query_key,question_id,db_id,label_binary,sql
1a537e0,debit_card_specializing::qid::1476,1476,debit_card_specializing,1,"SELECT
  SUM(CASE WHEN T1.Currency = 'CZK' THEN T2.Consumption ELSE 0 END) - SUM(CASE WHEN T1.Currency = 'EUR' THEN T2.Consumption ELSE 0 END)
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  SUBSTR(T2.Date, 1, 4) = '2012'"
1a537e0,debit_card_specializing::qid::1479,1479,debit_card_specializing,1,"SELECT
  SUBSTR(T2.Date, 1, 4)
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Currency = 'CZK'
GROUP BY
  SUBSTR(T2.Date, 1, 4)
ORDER BY
  SUM(T2.Consumption) DESC
LIMIT 1"
1a537e0,debit_card_specializing::qid::1480,1480,debit_card_specializing,1,"SELECT
  SUBSTR(T2.Date, 5, 2)
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  SUBSTR(T2.Date, 1, 4) = '2013' AND T1.Segment = 'SME'
GROUP BY
  SUBSTR(T2.Date, 5, 2)
ORDER BY
  SUM(T2.Consumption) DESC
LIMIT 1"
1a537e0,debit_card_specializing::qid::1481,1481,debit_card_specializing,1,"SELECT
  CAST(SUM(CASE WHEN T1.Segment = 'SME' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID) - CAST(SUM(CASE WHEN T1.Segment = 'LAM' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID),
  CAST(SUM(CASE WHEN T1.Segment = 'LAM' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID) - CAST(SUM(CASE WHEN T1.Segment = 'KAM' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID),
  CAST(SUM(CASE WHEN T1.Segment = 'KAM' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID) - CAST(SUM(CASE WHEN T1.Segment = 'SME' THEN T2.Consumption ELSE 0 END) AS DOUBLE) / COUNT(T1.CustomerID)
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Currency = 'CZK'
  AND T2.Consumption = (
    SELECT
      MIN(Consumption)
    FROM yearmonth
  )
  AND T2.Date BETWEEN 201301 AND 201312"
1a537e0,debit_card_specializing::qid::1482,1482,debit_card_specializing,1,"SELECT
  CAST((
    SUM(
      CASE
        WHEN T1.Segment = 'SME' AND T2.Date LIKE '2013%'
        THEN T2.Consumption
        ELSE 0
      END
    ) - SUM(
      CASE
        WHEN T1.Segment = 'SME' AND T2.Date LIKE '2012%'
        THEN T2.Consumption
        ELSE 0
      END
    )
  ) AS DOUBLE) * 100 / SUM(
    CASE
      WHEN T1.Segment = 'SME' AND T2.Date LIKE '2012%'
      THEN T2.Consumption
      ELSE 0
    END
  ),
  CAST(SUM(
    CASE
      WHEN T1.Segment = 'LAM' AND T2.Date LIKE '2013%'
      THEN T2.Consumption
      ELSE 0
    END
  ) - SUM(
    CASE
      WHEN T1.Segment = 'LAM' AND T2.Date LIKE '2012%'
      THEN T2.Consumption
      ELSE 0
    END
  ) AS DOUBLE) * 100 / SUM(
    CASE
      WHEN T1.Segment = 'LAM' AND T2.Date LIKE '2012%'
      THEN T2.Consumption
      ELSE 0
    END
  ),
  CAST(SUM(
    CASE
      WHEN T1.Segment = 'KAM' AND T2.Date LIKE '2013%'
      THEN T2.Consumption
      ELSE 0
    END
  ) - SUM(
    CASE
      WHEN T1.Segment = 'KAM' AND T2.Date LIKE '2012%'
      THEN T2.Consumption
      ELSE 0
    END
  ) AS DOUBLE) * 100 / SUM(
    CASE
      WHEN T1.Segment = 'KAM' AND T2.Date LIKE '2012%'
      THEN T2.Consumption
      ELSE 0
    END
  )
FROM customers AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID"
1a537e0,debit_card_specializing::qid::1484,1484,debit_card_specializing,0,"SELECT
  SUM(CASE WHEN Country = 'CZE' THEN 1 ELSE 0 END) - SUM(CASE WHEN Country = 'SVK' THEN 1 ELSE 0 END)
FROM gasstations
WHERE
  Segment = 'Discount'"
1a537e0,debit_card_specializing::qid::1498,1498,debit_card_specializing,1,"SELECT
  SUM(Consumption)
FROM yearmonth
WHERE
  SUBSTR(Date, 1, 4) = '2012'
GROUP BY
  SUBSTR(Date, 5, 2)
ORDER BY
  SUM(Consumption) DESC
LIMIT 1"
1a537e0,debit_card_specializing::qid::1501,1501,debit_card_specializing,0,"SELECT DISTINCT
  T2.Country
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN yearmonth AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T3.Date = '201306'"
1a537e0,debit_card_specializing::qid::1506,1506,debit_card_specializing,0,"SELECT DISTINCT
  T3.Description
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN products AS T3
  ON T1.ProductID = T3.ProductID
WHERE
  T2.Country = 'CZE'"
1a537e0,debit_card_specializing::qid::1507,1507,debit_card_specializing,0,"SELECT DISTINCT
  T1.Time
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T2.ChainID = 11"
1a537e0,debit_card_specializing::qid::1514,1514,debit_card_specializing,0,"SELECT DISTINCT
  T3.Currency
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN customers AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T1.Date = '2012-08-24' AND T1.Time = '16:25:00'"
1a537e0,debit_card_specializing::qid::1515,1515,debit_card_specializing,0,"SELECT
  T2.Segment
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.date = '2012-08-23' AND T1.time = '21:20:00'"
1a537e0,debit_card_specializing::qid::1521,1521,debit_card_specializing,0,"SELECT
  COUNT(T1.TransactionID)
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-26'
  AND T1.Time BETWEEN '08:00:00' AND '09:00:00'
  AND T2.Country = 'CZE'"
1a537e0,debit_card_specializing::qid::1524,1524,debit_card_specializing,0,"SELECT
  T2.Country
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-24' AND  T1.Price = 548.4"
1a537e0,debit_card_specializing::qid::1525,1525,debit_card_specializing,0,"SELECT
  CAST(SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T1.CustomerID)
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Date = '2012-08-25'"
1a537e0,debit_card_specializing::qid::1528,1528,debit_card_specializing,0,"SELECT
  CAST(SUM(CASE WHEN Country = 'SVK' AND Segment = 'Premium' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN Country = 'SVK' THEN 1 ELSE 0 END)
FROM gasstations"
1a537e0,debit_card_specializing::qid::1533,1533,debit_card_specializing,0,"SELECT
  T2.Consumption
FROM transactions_1k AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Price / T1.Amount > 29.00
  AND T1.ProductID = 5
  AND T2.Date = '201208'"
1a537e0,student_club::qid::1312,1312,student_club,0,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Angela' AND T1.last_name = 'Sanders'"
1a537e0,student_club::qid::1317,1317,student_club,0,"SELECT
  COUNT(T1.event_id)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T2.link_to_member = T3.member_id
WHERE
  T1.event_name = 'Women''s Soccer' AND T3.t_shirt_size = 'Medium'"
1a537e0,student_club::qid::1322,1322,student_club,0,SELECT COUNT(DISTINCT T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.type = 'Meeting' GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 10
1a537e0,student_club::qid::1323,1323,student_club,0,SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 20 AND NOT EXISTS (SELECT 1 FROM event AS E WHERE E.event_id = T1.event_id AND E.type = 'Fundraiser')
1a537e0,student_club::qid::1331,1331,student_club,0,"SELECT
  T2.amount
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Vice President'"
1a537e0,student_club::qid::1334,1334,student_club,0,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN zip_code AS T2
  ON T1.zip = T2.zip_code
WHERE
  T2.state = 'Illinois'"
1a537e0,student_club::qid::1338,1338,student_club,0,"SELECT
  T3.approved
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'October Meeting' AND T1.event_date LIKE '2019-10-08%'"
